technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Natural Gas Fired Combustion Turbine,57027,CPP4,49.4,,50.0,49.4,2011,2066,0.064,10.745,1.74861846,1121.119057
Solar Photovoltaic,57041,1,2.0,,2.0,2.0,2009,2039,0.199,0.0,0.0,18875.0
Batteries,66885,SPKBS,25.0,100.0,25.0,25.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Thermal without Energy Storage,57073,ST1,133.4,,133.4,133.4,2013,2043,0.215,0.0,0.0,43191.0
Solar Thermal without Energy Storage,57074,ST1,126.0,,126.0,126.0,2013,2043,0.218,0.0,0.0,38391.0
Solar Thermal without Energy Storage,57075,ST1,133.4,,133.4,133.4,2013,2043,0.213,0.0,0.0,38391.0
Onshore Wind Turbine,57098,1,63.0,,63.0,63.0,2009,2039,0.207,0.0,0.0,6974.0
Landfill Gas,57100,EN01,1.0,,1.1,1.0,2008,2108,0.712,13.5,7.492,232146.0
Landfill Gas,57101,1,1.4,,1.4,1.4,2010,2110,0.455,13.5,8.948,131099.0
Landfill Gas,57102,EN01,1.0,,1.1,1.0,2006,2106,0.42,13.5,8.512,377178.0
Landfill Gas,57102,EN02,1.0,,1.1,1.0,2010,2110,0.42,13.5,7.27,187253.0
Landfill Gas,57133,359,1.8,,1.9,1.8,2009,2109,0.921,13.5,4.219,181409.0
Landfill Gas,59299,RED1,2.0,,2.0,2.0,2017,2117,0.595,13.5,3.136,10167.0
Landfill Gas,59299,RED2,2.0,,2.0,2.0,2017,2117,0.595,13.5,3.136,10167.0
Onshore Wind Turbine,57201,S2.3,36.8,,36.8,36.8,2010,2040,0.295,0.0,0.0,17897.0
Natural Gas Fired Combustion Turbine,57267,1,191.9,,207.0,201.6,2013,2068,0.027,11.402,2.970058035,1229.357899
Natural Gas Fired Combustion Turbine,57267,2,191.1,,207.0,200.7,2013,2068,0.027,11.402,2.970058035,1229.357899
Natural Gas Fired Combustion Turbine,57267,3,190.4,,207.0,200.3,2013,2068,0.027,11.402,2.970058035,1229.357899
Natural Gas Fired Combustion Turbine,57267,4,191.8,,207.0,202.2,2013,2068,0.027,11.402,2.970058035,1229.357899
Batteries,66598,BDMSS,75.0,300.0,75.0,75.0,2025,2040,0.85,0.0,0.0,12544.0
Onshore Wind Turbine,57282,AW01,150.0,,150.0,150.0,2011,2041,0.289,0.0,0.0,16426.0
Onshore Wind Turbine,57291,AW02,150.0,,150.0,150.0,2011,2041,0.257,0.0,0.0,16050.999999999998
Onshore Wind Turbine,57292,AW03,150.0,,150.0,150.0,2011,2041,0.244,0.0,0.0,16279.0
Onshore Wind Turbine,57293,AW04,102.0,,102.0,102.0,2011,2041,0.182,0.0,0.0,13413.0
Onshore Wind Turbine,57294,AW05,168.0,,168.0,168.0,2011,2041,0.184,0.0,0.0,13503.0
Solar Photovoltaic,57295,1,66.0,,66.0,66.0,2013,2043,0.277,0.0,0.0,9038.0
Onshore Wind Turbine,57302,1,6.5,,6.5,6.5,2009,2039,0.248,0.0,0.0,34150.0
Solar Photovoltaic,57305,1,6.8,,6.8,6.8,2012,2042,0.137,0.0,0.0,9038.0
Solar Photovoltaic,57306,1,8.5,,8.5,8.5,2013,2043,0.136,0.0,0.0,9038.0
Solar Photovoltaic,57308,1,1.8,,2.0,1.1,2017,2047,0.037,0.0,0.0,7714.0
Solar Photovoltaic,57318,1,10.0,,10.0,10.0,2011,2041,0.296,0.0,0.0,15580.0
Solar Photovoltaic,57318,1,10.0,,10.0,10.0,2011,2041,0.296,0.0,0.0,15580.0
Solar Photovoltaic,57324,PV1,11.2,,11.2,11.2,2015,2045,0.281,0.0,0.0,7714.0
Solar Thermal without Energy Storage,57331,MSP1,137.5,,140.0,100.0,2014,2044,0.276,0.0,0.0,43191.0
Solar Thermal without Energy Storage,57331,MSP2,137.5,,140.0,100.0,2014,2044,0.276,0.0,0.0,43191.0
Solar Photovoltaic,57340,1,140.0,,140.0,140.0,2018,2048,0.276,0.0,0.0,7714.0
Solar Photovoltaic,57359,1,6.0,,6.0,6.0,2011,2041,0.206,0.0,0.0,20394.0
Solar Photovoltaic,57360,1,20.0,,20.0,20.0,2011,2041,0.202,0.0,0.0,17722.0
Solar Photovoltaic,57361,1,19.0,,19.0,19.0,2011,2041,0.208,0.0,0.0,17837.0
Run of River Hydroelectric,57364,1,2.2,,2.2,2.2,1987,2087,0.34,0.0,0.0,12152.0
Run of River Hydroelectric,57364,2,2.2,,2.2,2.2,1987,2087,0.34,0.0,0.0,10062.0
Solar Photovoltaic,57373,AGU1,90.7,,90.7,90.7,2012,2042,0.234,0.0,0.0,9038.0
Solar Photovoltaic,57373,AGU2,136.0,,136.0,136.0,2012,2042,0.234,0.0,0.0,9038.0
Solar Photovoltaic,57373,AGU3,121.0,,121.0,121.0,2014,2044,0.234,0.0,0.0,9038.0
Solar Photovoltaic,57378,AVSR,241.5,,253.0,241.5,2014,2044,0.275,0.0,0.0,9038.0
Onshore Wind Turbine,57379,1,32.55,,32.55,32.55,2010,2040,0.205,0.0,0.0,12167.0
Onshore Wind Turbine,57379,1,32.55,,32.55,32.55,2010,2040,0.205,0.0,0.0,12167.0
Solar Photovoltaic,57392,UATP1,1.5,,1.2,1.5,2010,2040,0.122,0.0,0.0,18347.0
Solar Thermal without Energy Storage,57394,GEN01,125.0,,125.0,125.0,2014,2044,0.274,0.0,0.0,38391.0
Solar Thermal without Energy Storage,57394,GEN02,125.0,,125.0,125.0,2013,2043,0.274,0.0,0.0,38391.0
Solar Photovoltaic,57439,HPR2,32.3,,32.3,32.3,2013,2043,0.276,0.0,0.0,7714.0
Solar Photovoltaic,57439,HPR2A,21.0,,21.0,21.0,2012,2042,0.276,0.0,0.0,9038.0
Solar Photovoltaic,57439,HPR2B,86.5,,86.5,86.5,2013,2043,0.276,0.0,0.0,9038.0
Solar Photovoltaic,57439,HPR2C,70.0,,70.0,70.0,2013,2043,0.276,0.0,0.0,7714.0
Solar Photovoltaic,57439,HPR2D,40.0,,40.0,40.0,2013,2043,0.276,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42A,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42B,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42C,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42D,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42E,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42F,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42G,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42H,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42I,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57441,S42J,0.5,,0.5,0.5,2012,2042,0.179,0.0,0.0,9038.0
Solar Photovoltaic,57455,SB1,26.0,,26.0,26.0,2013,2043,0.291,0.0,0.0,9038.0
Onshore Wind Turbine,57459,1,49.0,,49.0,49.0,2012,2042,0.379,0.0,0.0,9688.0
Batteries,66533,BCE12,10.0,2.9,10.0,10.0,2023,2038,0.85,0.0,0.0,17250.0
Batteries,66532,BCE22,10.0,2.9,10.0,10.0,2023,2038,0.85,0.0,0.0,17250.0
Batteries,68023,SBBS1,16.7,48.43,16.7,16.7,2025,2040,,0.0,,
Batteries,61431,BCNB1,20.0,10.0,20.0,20.0,2018,2033,0.0,0.0,0.0,12544.0
Batteries,66650,BC1,13.0,14.7,13.0,13.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,67257,BVEB1,5.0,14.5,5.0,5.0,2026,2041,0.85,0.0,0.0,12544.0
Batteries,66461,GEN1,100.0,400.0,116.6,100.0,2024,2039,0.85,0.0,0.0,12544.0
Geothermal,57475,HRP1,49.9,,55.0,49.9,2012,2042,0.925,9.771,0.587,35247.0
Natural Gas Fired Combustion Turbine,57482,CTG1,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG1,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG1,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG2,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG2,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG2,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG3,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG3,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG3,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG4,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG4,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG4,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG5,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG5,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG5,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG6,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG6,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG6,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG7,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG7,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG7,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG8,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG8,50.0,,50.0,50.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57482,CTG8,25.0,,25.0,25.0,2013,2068,0.082,10.745,1.485029017,561.023366
Natural Gas Fired Combustion Turbine,57483,CTG1,49.9,,49.9,49.9,2012,2067,0.054,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57483,CTG2,49.9,,49.9,49.9,2012,2067,0.054,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57483,CTG3,49.9,,49.9,49.9,2012,2067,0.054,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57483,CTG4,49.9,,49.9,49.9,2012,2067,0.054,10.745,1.74861846,1121.119057
Onshore Wind Turbine,57484,GEN1,189.0,,189.0,189.0,2012,2042,0.304,0.0,0.0,9688.0
Other Natural Gas,65210,ENL00,1.7,,1.7,1.7,2021,2071,0.904,6.616,0.298,15571.0
Solar Photovoltaic,57490,56819,61.872,,61.872,61.872,2013,2043,0.245,0.0,0.0,7714.0
Solar Photovoltaic,57490,56819,63.161,,63.161,63.161,2013,2043,0.245,0.0,0.0,7714.0
Solar Photovoltaic,57490,56819,3.867,,3.867,3.867,2013,2043,0.245,0.0,0.0,7714.0
Solar Photovoltaic,57491,56819,110.038,,110.038,110.038,2016,2046,0.307,0.0,0.0,7714.0
Solar Photovoltaic,57491,56819,1.487,,1.487,1.487,2016,2046,0.307,0.0,0.0,7714.0
Solar Photovoltaic,57491,56819,37.175,,37.175,37.175,2016,2046,0.307,0.0,0.0,7714.0
Solar Photovoltaic,57497,1,20.0,,20.0,20.0,2011,2041,0.175,0.0,0.0,15897.0
Solar Photovoltaic,57498,1,15.0,,15.0,15.0,2011,2041,0.165,0.0,0.0,16574.0
Solar Photovoltaic,57499,1,15.0,,15.0,15.0,2011,2041,0.166,0.0,0.0,16697.0
Solar Photovoltaic,57506,SEIM,1.0,,1.0,1.0,2010,2040,0.228,0.0,0.0,27925.0
Onshore Wind Turbine,57514,WTG,265.4,,265.4,265.4,2012,2042,0.215,0.0,0.0,9688.0
Natural Gas Fired Combustion Turbine,57515,GT1,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT2,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT3,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT4,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT5,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Solar Photovoltaic,57521,1,10.0,,10.0,10.0,2012,2042,0.176,0.0,0.0,9038.0
Solar Photovoltaic,57522,1,20.0,,20.0,20.0,2012,2042,0.221,0.0,0.0,9038.0
Solar Photovoltaic,57523,1,20.0,,20.0,20.0,2012,2042,0.198,0.0,0.0,9038.0
Solar Photovoltaic,57524,1,0.9,,1.1,0.9,2010,2040,0.133,0.0,0.0,22811.0
Batteries,67184,BHV1,250.0,725.0,250.0,250.0,2025,2040,0.85,0.0,0.0,12544.0
Natural Gas Fired Combustion Turbine,57555,CTG1,106.0,,131.8,111.3,2016,2071,0.032,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,57555,CTG2,106.0,,131.8,112.7,2016,2071,0.032,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,57555,CTG3,106.0,,131.8,112.0,2016,2071,0.032,10.745,1.485029017,1229.357899
Solar Photovoltaic,57556,1,1.0,,1.0,1.0,2011,2041,0.196,0.0,0.0,19913.0
Natural Gas Internal Combustion Engine,57557,S-14,0.8,,0.8,0.8,1997,2028,0.69,11.765,12.705,324062.0
Natural Gas Internal Combustion Engine,57557,S-15,0.8,,0.8,0.8,1997,2052,0.69,11.766,11.328,279791.0
Solar Photovoltaic,57559,1,4.5,,4.5,4.5,2010,2040,0.161,0.0,0.0,17839.0
Solar Photovoltaic,57560,PV1,19.0,,19.0,19.0,2012,2042,0.258,0.0,0.0,9038.0
Batteries,57561,CC17M,17.0,51.0,17.0,17.0,2023,2053,0.85,0.0,0.0,17250.0
Solar Photovoltaic,57561,PV1,17.0,,17.0,17.0,2011,2041,0.262,0.0,0.0,14474.0
Batteries,57562,PA17M,17.0,51.0,17.0,17.0,2023,2053,0.85,0.0,0.0,17250.0
Solar Photovoltaic,57562,PV1,17.0,,17.0,17.0,2011,2041,0.248,0.0,0.0,14506.0
Batteries,57563,H116M,16.0,48.0,16.0,16.0,2023,2053,0.85,0.0,0.0,17250.0
Solar Photovoltaic,57563,PV1,17.0,,17.0,17.0,2011,2041,0.165,0.0,0.0,14732.0
Solar Photovoltaic,57563,PV2,14.0,,15.0,14.0,2012,2042,0.157,0.0,0.0,9038.0
Natural Gas Fired Combined Cycle,57564,CTG,49.0,,49.0,49.0,2007,2062,0.19,7.268,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,57564,STG2,12.5,,12.5,12.5,2012,2067,0.19,7.268,3.516257561,8987.410604
Solar Photovoltaic,57579,1,0.9,,0.9,0.4,2008,2038,0.191,0.0,0.0,37717.0
Solar Photovoltaic,57579,2,0.4,,0.4,0.2,2009,2039,0.19,0.0,0.0,47946.0
Natural Gas Internal Combustion Engine,57580,CG1,2.1,,2.1,2.1,2008,2063,0.492,11.867,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57580,CG2,2.1,,2.1,2.1,2008,2063,0.492,11.868,1.370381634,1230.331313
Solar Photovoltaic,57580,PV1,0.3,,0.5,0.2,2011,2041,0.214,0.0,0.0,7714.0
Solar Photovoltaic,57580,PV2,0.5,,0.5,0.3,2011,2041,0.223,0.0,0.0,7714.0
Onshore Wind Turbine,57586,1,102.5,,102.5,100.0,2011,2041,0.315,0.0,0.0,3115.0
Onshore Wind Turbine,57594,WTG1,1.0,,1.0,1.0,2010,2040,0.21,0.0,0.0,38136.0
Onshore Wind Turbine,57621,GEN1,79.2,,79.2,79.2,2015,2045,0.333,0.0,0.0,13321.0
Onshore Wind Turbine,57626,WTG1,2.0,,2.0,2.0,2011,2041,0.139,0.0,0.0,37739.0
Solar Photovoltaic,57650,FRV4,60.0,,60.0,44.7,2014,2044,0.292,0.0,0.0,7714.0
Solar Photovoltaic,57651,FRV3,20.0,,20.0,20.0,2014,2044,0.254,0.0,0.0,7714.0
Solar Photovoltaic,57656,1,1.5,,1.5,1.5,2011,2041,0.156,0.0,0.0,27851.0
Solar Photovoltaic,57657,1,25.0,,25.0,25.0,2013,2043,0.301,0.0,0.0,9038.0
Solar Photovoltaic,57669,PV1,18.0,,17.0,17.0,2011,2041,0.196,0.0,0.0,15812.0
Solar Photovoltaic,57670,PV1,2.9,,2.9,2.9,2011,2041,0.179,0.0,0.0,20418.0
Solar Photovoltaic,57671,PV1,2.9,,2.9,2.9,2011,2041,0.205,0.0,0.0,20998.0
Solar Photovoltaic,57679,AVSE1,125.0,,127.0,125.0,2025,2055,0.219,0.0,0.0,9038.0
Solar Photovoltaic,57680,AVSE1,18.5,,19.0,18.5,2013,2043,0.321,0.0,0.0,7714.0
Solar Photovoltaic,57680,AVSE2,27.3,,28.0,27.3,2013,2043,0.321,0.0,0.0,9038.0
Solar Photovoltaic,57680,AVSE3,27.3,,28.0,27.3,2013,2043,0.321,0.0,0.0,7714.0
Solar Photovoltaic,57680,AVSE4,25.0,,26.0,25.0,2013,2043,0.321,0.0,0.0,7714.0
Solar Photovoltaic,57680,AVSE5,27.3,,28.0,27.3,2013,2043,0.321,0.0,0.0,7714.0
Solar Photovoltaic,57682,1,1.0,,1.0,1.0,2009,2039,0.165,0.0,0.0,32433.999999999996
Solar Photovoltaic,57683,1,0.9,,1.1,0.9,2009,2039,0.162,0.0,0.0,32594.0
Solar Photovoltaic,57695,TPZ1,129.8,,129.8,129.8,2013,2043,0.238,0.0,0.0,9038.0
Solar Photovoltaic,57695,TPZ2,151.2,,151.2,151.2,2013,2043,0.238,0.0,0.0,9038.0
Solar Photovoltaic,57695,TPZ3,102.1,,102.1,102.1,2014,2044,0.238,0.0,0.0,7714.0
Solar Photovoltaic,57695,TPZ4,90.3,,90.3,90.3,2014,2044,0.238,0.0,0.0,7714.0
Solar Photovoltaic,57695,TPZ5,112.5,,112.5,112.5,2014,2044,0.238,0.0,0.0,7714.0
Solar Photovoltaic,57697,1,3.0,,3.0,3.0,2009,2039,0.223,0.0,0.0,24582.0
Solar Photovoltaic,57698,1,2.2,,2.2,2.2,2010,2040,0.184,0.0,0.0,22411.0
Onshore Wind Turbine,57700,1,78.2,,78.2,78.2,2011,2041,0.337,0.0,0.0,5595.0
Onshore Wind Turbine,57701,1,78.2,,78.2,78.2,2012,2042,0.306,0.0,0.0,9688.0
Solar Photovoltaic,57707,1,16.0,,16.0,16.0,2011,2041,0.275,0.0,0.0,15486.0
Solar Photovoltaic,57707,10,12.0,,12.0,12.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,11,16.0,,16.0,16.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,12,16.0,,16.0,16.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,2,16.0,,16.0,16.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,3,10.0,,10.0,10.0,2011,2041,0.275,0.0,0.0,7714.0
Solar Photovoltaic,57707,4,16.0,,16.0,16.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,5,16.0,,16.0,16.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,6,8.0,,8.0,8.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,7,16.0,,16.0,16.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,8,12.0,,12.0,12.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57707,9,16.0,,16.0,16.0,2012,2042,0.275,0.0,0.0,9038.0
Solar Photovoltaic,57708,INV,110.0,,110.0,110.0,2012,2042,0.265,0.0,0.0,9038.0
Solar Photovoltaic,57722,1,4.0,,4.0,4.0,2012,2042,0.261,0.0,0.0,9038.0
Onshore Wind Turbine,57725,1,102.5,,102.5,102.5,2012,2042,0.324,0.0,0.0,9688.0
Hydroelectric Pumped Storage,57729,1,21.0,325.5,21.0,21.0,2012,2112,0.089,0.0,0.0,6796.0
Hydroelectric Pumped Storage,57729,2,21.0,325.5,21.0,21.0,2012,2112,0.089,0.0,0.0,6796.0
Solar Photovoltaic,57743,1,2.4,,2.5,2.4,2012,2042,0.253,0.0,0.0,9038.0
Solar Photovoltaic,57753,PV1,1.0,,1.0,1.0,2011,2041,0.251,0.0,0.0,25418.0
Onshore Wind Turbine,57757,1,140.0,,151.7,140.0,2012,2042,0.305,0.0,0.0,9688.0
Solar Photovoltaic,57765,SFC,1.0,,1.0,1.0,2011,2041,0.176,0.0,0.0,19877.0
Solar Photovoltaic,57765,SHP,0.9,,0.9,0.9,2011,2041,0.176,0.0,0.0,20213.0
Solar Photovoltaic,57765,SOLEG,1.0,,1.0,1.0,2015,2045,0.176,0.0,0.0,7714.0
Solar Photovoltaic,57765,STE,0.9,,0.9,0.9,2011,2041,0.176,0.0,0.0,20213.0
Solar Photovoltaic,57765,SWD,0.9,,0.9,0.9,2011,2041,0.176,0.0,0.0,20213.0
Onshore Wind Turbine,57774,WGNS,120.0,,120.0,120.0,2012,2042,0.221,0.0,0.0,9688.0
Solar Photovoltaic,57775,PV,0.5,,0.5,0.5,2011,2041,0.212,0.0,0.0,27276.0
Onshore Wind Turbine,57775,WGNS,10.0,,10.0,10.0,2011,2041,0.27,0.0,0.0,15221.0
Solar Photovoltaic,57777,DL1,3.0,,3.0,3.0,2012,2042,0.223,0.0,0.0,9038.0
Solar Photovoltaic,57778,KAM1,5.0,,5.0,5.0,2012,2042,0.255,0.0,0.0,9038.0
Solar Photovoltaic,57779,DIL2,3.0,,3.0,3.0,2012,2042,0.233,0.0,0.0,9038.0
Solar Photovoltaic,57780,KAM2,5.0,,5.0,5.0,2012,2042,0.259,0.0,0.0,9038.0
Solar Photovoltaic,57781,DIL3,3.0,,3.0,3.0,2012,2042,0.241,0.0,0.0,9038.0
Solar Photovoltaic,57782,KAM3,5.0,,5.0,5.0,2012,2042,0.257,0.0,0.0,9038.0
Solar Photovoltaic,57783,BRU1,5.0,,5.0,5.0,2012,2042,0.247,0.0,0.0,9038.0
Solar Photovoltaic,57784,BRU2,5.0,,5.0,5.0,2012,2042,0.25,0.0,0.0,9038.0
Solar Photovoltaic,57785,BRU3,5.0,,5.0,5.0,2012,2042,0.253,0.0,0.0,9038.0
Solar Photovoltaic,57790,1,14.9,,14.9,14.9,2011,2041,0.23,0.0,0.0,15123.0
Onshore Wind Turbine,57791,WTG1,1.5,,1.5,1.5,2011,2041,0.183,0.0,0.0,33051.0
Onshore Wind Turbine,57792,WTG1,1.0,,1.0,1.0,2011,2041,0.047,0.0,0.0,38960.0
Solar Photovoltaic,57795,1,4.5,,4.5,4.5,2011,2041,0.211,0.0,0.0,17020.0
Solar Photovoltaic,57796,1,1.2,,1.2,1.2,2012,2042,0.167,0.0,0.0,9038.0
Solar Photovoltaic,57797,1,1.3,,1.3,1.3,2012,2042,0.171,0.0,0.0,9038.0
Solar Photovoltaic,57806,DIL4,0.4,,0.4,0.4,2012,2042,0.0,0.0,0.0,9038.0
Batteries,64636,92JTB,200.0,580.0,200.0,200.0,2025,2040,0.85,0.0,0.0,12544.0
Solar Photovoltaic,57816,MCK1,5.0,,5.0,5.0,2012,2042,0.268,0.0,0.0,9038.0
Solar Photovoltaic,57817,MCK2,5.0,,5.0,5.0,2012,2042,0.269,0.0,0.0,9038.0
Solar Photovoltaic,57818,MCK3,5.0,,5.0,5.0,2012,2042,0.269,0.0,0.0,9038.0
Solar Photovoltaic,57819,MCK4,5.0,,5.0,5.0,2012,2042,0.267,0.0,0.0,9038.0
Solar Photovoltaic,57820,MCK5,5.0,,5.0,5.0,2012,2042,0.267,0.0,0.0,9038.0
Solar Photovoltaic,57821,MCK6,5.0,,5.0,5.0,2012,2042,0.266,0.0,0.0,9038.0
Batteries,64993,BB1BA,22.0,88.0,22.0,22.0,2022,2037,0.0,0.0,0.0,17250.0
Batteries,64993,BB2BA,18.0,72.0,18.0,18.0,2022,2037,0.0,0.0,0.0,17250.0
Solar Photovoltaic,57831,1,1.3,,1.5,1.5,2012,2042,0.182,0.0,0.0,9038.0
Onshore Wind Turbine,57833,AW06,150.0,,150.0,150.0,2012,2042,0.208,0.0,0.0,9688.0
Onshore Wind Turbine,57834,AW07,168.0,,168.0,168.0,2012,2042,0.191,0.0,0.0,9688.0
Onshore Wind Turbine,57835,AW08,150.0,,150.0,150.0,2012,2042,0.155,0.0,0.0,9688.0
Solar Photovoltaic,57836,TSM,1.3,,1.5,1.5,2012,2042,0.217,0.0,0.0,9038.0
Onshore Wind Turbine,57837,AW09,132.0,,132.0,132.0,2012,2042,0.181,0.0,0.0,9688.0
Solar Photovoltaic,57840,1,1.1,,1.1,1.1,2011,2041,0.134,0.0,0.0,26942.0
Solar Photovoltaic,57841,1,1.1,,1.1,1.1,2011,2041,0.122,0.0,0.0,27780.0
Solar Photovoltaic,57849,GASF1,2.8,,3.0,2.0,2012,2042,0.262,0.0,0.0,9038.0
Solar Photovoltaic,57850,GASF2,0.9,,1.0,0.7,2012,2042,0.279,0.0,0.0,9038.0
Solar Photovoltaic,57860,1,1.5,,1.5,1.5,2012,2042,0.135,0.0,0.0,9038.0
Landfill Gas,57876,UNT1,1.5,,1.6,1.5,2009,2109,0.756,13.5,5.662,352612.0
Solar Photovoltaic,57883,GEN1,18.6,,19.0,18.6,2012,2042,0.287,0.0,0.0,9038.0
Solar Photovoltaic,57891,1,20.0,,20.0,20.0,2013,2043,0.205,0.0,0.0,9038.0
Solar Photovoltaic,57892,1,20.0,,20.0,20.0,2013,2043,0.177,0.0,0.0,9038.0
Natural Gas Fired Combined Cycle,57901,5,195.0,,198.0,195.0,2013,2068,0.069,9.077,1.830270212,9967.508746
Natural Gas Fired Combined Cycle,57901,6,60.0,,70.7,60.0,2013,2068,0.069,9.077,1.830270212,9967.508746
Natural Gas Fired Combined Cycle,57901,7,195.0,,198.0,195.0,2013,2068,0.069,9.077,1.830270212,9967.508746
Natural Gas Fired Combined Cycle,57901,8,60.0,,70.7,60.0,2013,2068,0.069,9.077,1.830270212,9967.508746
